%    Berkeley, CA, station ID  74506003
% T	VER	NOAA NCDC GHCN v2 adjusted mean temp
% months since 1960-01-01	unitless	Celsius_scale
    -427.500	           0	    14.00000
    -426.500	           0	    15.00000
    -425.500	           0	    15.20000
    -424.500	           0	    15.40000
    -423.500	           0	    15.50000
    -422.500	           0	    13.90000
    -421.500	           0	    12.00000
    -420.500	           0	     8.10000
    -419.500	           0	     9.90000
    -418.500	           0	    11.90000
    -417.500	           0	    11.40000
    -416.500	           0	    12.40000
    -415.500	           0	    14.00000
    -414.500	           0	    16.00000
    -413.500	           0	    16.00000
    -412.500	           0	    15.90000
    -411.500	           0	    15.70000
    -410.500	           0	    15.00000
    -409.500	           0	    12.30000
    -408.500	           0	    11.40000
    -407.500	           0	     8.90000
    -406.500	           0	    12.40000
    -405.500	           0	    14.10000
    -404.500	           0	    14.80000
    -403.500	           0	    15.00000
    -402.500	           0	    15.30000
    -401.500	           0	    16.60000
    -400.500	           0	    16.40000
    -399.500	           0	    15.20000
    -398.500	           0	    16.20000
    -397.500	           0	    15.20000
    -396.500	           0	    10.10000
    -395.500	           0	    10.40000
    -394.500	           0	    11.80000
    -393.500	           0	    11.30000
    -392.500	           0	    12.10000
    -391.500	           0	    13.80000
    -390.500	           0	    15.50000
    -389.500	           0	    15.30000
    -388.500	           0	    15.80000
    -387.500	           0	    16.40000
    -386.500	           0	    15.90000
    -385.500	           0	    13.30000
    -384.500	           0	    10.10000
    -383.500	           0	    10.00000
    -382.500	           0	    12.10000
    -381.500	           0	    13.20000
    -380.500	           0	    12.80000
    -379.500	           0	    13.80000
    -378.500	           0	    16.00000
    -377.500	           0	    15.10000
    -376.500	           0	    14.90000
    -375.500	           0	    15.70000
    -374.500	           0	    13.80000
    -373.500	           0	    12.30000
    -372.500	           0	     9.30000
    -371.500	           0	     7.90000
    -370.500	           0	     9.60000
    -369.500	           0	    10.50000
    -368.500	           0	    10.60000
    -367.500	           0	    13.10000
    -366.500	           0	    17.00000
    -365.500	           0	    19.10000
    -364.500	           0	    17.00000
    -363.500	           0	    15.50000
    -362.500	           0	    16.40000
    -361.500	           0	    14.60000
    -360.500	           0	    12.30000
    -359.500	           0	     9.10000
    -358.500	           0	    12.90000
    -357.500	           0	    12.90000
    -356.500	           0	    13.60000
    -355.500	           0	    12.70000
    -354.500	           0	    15.60000
    -353.500	           0	    15.10000
    -352.500	           0	    16.80000
    -351.500	           0	    15.90000
    -350.500	           0	    16.30000
    -349.500	           0	    13.30000
    -348.500	           0	    10.80000
    -347.500	           0	    10.90000
